image_path,label
/content/drive/My Drive/facial_expression_dataset/train/sad/34366.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/11452.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/angry/16648.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/6302.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/surprise/14921.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/happy/12528.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/13030.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/fear/4367.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/27614.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/6733.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/20784.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/8867.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/34708.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/8798.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/12677.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/happy/2506.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/17499.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/14420.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/disgust/32289.jpg,disgust
/content/drive/My Drive/facial_expression_dataset/train/fear/3812.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/30670.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/7995.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/25130.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/22265.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/1529.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/16834.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/22148.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/19464.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/5655.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/fear/15353.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/fear/10434.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/22276.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/surprise/29247.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/angry/10253.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/8428.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/23969.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/26668.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/10898.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/angry/11805.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/surprise/23668.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/surprise/13107.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/happy/34996.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/3116.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/23439.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/28104.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/3526.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/28361.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/12327.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/14191.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/surprise/33347.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/angry/30235.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/angry/17509.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/30238.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/30814.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/15308.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/fear/13889.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/surprise/29824.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/sad/6798.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/fear/16773.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/surprise/6058.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/surprise/19403.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/happy/24932.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/13985.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/20627.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/29517.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/16577.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/surprise/28767.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/fear/9696.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/surprise/16856.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/surprise/34606.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/happy/18563.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/25030.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/9262.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/31521.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/31789.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/28385.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/sad/5125.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/22268.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/17990.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/4146.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/28090.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/6253.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/8612.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/18236.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/16248.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/6503.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/16088.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/7152.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/32379.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/11151.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/5082.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/21763.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/26848.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/angry/31310.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/3417.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/32009.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/12830.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/surprise/4277.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/angry/31447.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/11387.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/7148.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/surprise/8198.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/happy/23873.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/21579.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/428.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/angry/8897.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/angry/9552.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/surprise/22825.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/fear/33497.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/35448.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/27287.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/fear/28738.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/7988.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/8583.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/32556.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/35500.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/14398.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/12163.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/15035.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/31191.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/26400.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/11440.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/21028.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/fear/35444.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/surprise/7388.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/fear/33558.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/27953.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/24317.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/25633.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/17336.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/sad/32045.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/15362.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/5095.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/4810.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/surprise/24403.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/sad/27317.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/20637.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/33254.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/1826.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/6749.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/30107.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/29752.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/14370.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/happy/17687.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/3062.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/32440.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/32019.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/8311.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/angry/496.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/sad/3752.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/surprise/10744.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/angry/29976.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/surprise/8660.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/surprise/27651.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/angry/5118.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/sad/21339.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/8071.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/16038.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/33848.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/surprise/15309.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/sad/25504.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/19304.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/13629.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/9448.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/18098.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/3383.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/30075.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/8787.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/angry/35170.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/disgust/2419.jpg,disgust
/content/drive/My Drive/facial_expression_dataset/train/angry/16652.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/4307.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/23080.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/20458.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/fear/32368.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/34306.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/angry/2081.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/22493.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/15632.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/18417.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/fear/255.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/surprise/11496.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/9259.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/3413.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/21267.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/surprise/4571.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/angry/32417.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/32282.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/25406.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/11283.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/14906.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/fear/13195.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/fear/10882.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/7339.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/15126.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/surprise/30037.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/fear/18042.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/surprise/30412.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/fear/22899.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/fear/28579.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/33721.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/10219.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/17340.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/5420.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/surprise/21129.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/surprise/26332.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/4584.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/18562.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/12506.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/15605.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/28950.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/31455.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/fear/8453.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/29326.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/22275.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/angry/12532.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/30476.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/21328.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/25992.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/26592.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/17179.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/sad/30650.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/19505.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/24332.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/10513.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/fear/3130.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/fear/862.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/3530.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/5900.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/25206.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/24528.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/25214.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/angry/25399.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/fear/2011.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/angry/13787.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/fear/3541.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/22232.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/11480.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/sad/10803.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/4524.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/19250.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/27207.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/fear/6421.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/angry/21321.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/surprise/21444.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/9466.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/5604.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/13651.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/24048.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/22488.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/surprise/18639.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/sad/13643.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/6731.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/17386.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/21018.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/11874.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/14797.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/24658.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/21871.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/angry/4731.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/angry/30756.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/21484.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/11592.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/18935.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/surprise/964.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/sad/35610.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/17239.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/surprise/15671.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/fear/14986.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/24968.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/5108.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/24385.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/24199.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/9096.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/35020.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/11862.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/14343.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/16698.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/5769.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/5350.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/surprise/8079.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/surprise/25836.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/surprise/13572.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/happy/35762.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/24896.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/22876.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/2043.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/12069.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/17208.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/9522.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/4718.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/2555.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/18069.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/1397.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/angry/2111.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/15648.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/2653.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/2272.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/22208.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/33805.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/828.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/5572.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/6279.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/surprise/3073.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/happy/9978.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/29448.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/35783.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/12931.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/32054.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/fear/34877.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/disgust/416.jpg,disgust
/content/drive/My Drive/facial_expression_dataset/train/surprise/21853.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/fear/4531.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/fear/6665.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/35171.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/surprise/20837.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/angry/6105.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/angry/1483.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/sad/20375.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/20733.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/29657.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/35019.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/24106.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/30957.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/34960.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/disgust/30781.jpg,disgust
/content/drive/My Drive/facial_expression_dataset/train/happy/21481.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/12344.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/disgust/12906.jpg,disgust
/content/drive/My Drive/facial_expression_dataset/train/fear/9211.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/703.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/5916.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/35246.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/sad/603.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/14194.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/14583.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/3001.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/2832.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/10200.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/8212.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/25307.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/17896.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/surprise/15075.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/happy/1543.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/surprise/17227.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/sad/16031.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/fear/28330.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/5370.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/33877.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/17233.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/28274.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/18741.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/angry/31648.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/angry/12206.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/30299.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/24644.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/angry/11714.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/fear/15015.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/7789.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/23095.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/32244.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/24960.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/22274.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/19501.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/fear/5575.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/35107.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/35871.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/1548.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/32991.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/12949.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/18698.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/5909.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/2385.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/17034.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/19444.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/15053.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/5223.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/22338.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/10574.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/6761.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/32668.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/4105.jpg,neutral
